track_name,price,rating_count_tot,prime_genre
Bubble Shoot Pet,0,914,Games
LOOPIMAL by YATATOY,3.99,336,Education
My Water Balance: Daily Drink Tracker & Reminder,0,1601,Health & Fitness
OK K.O.! Lakewood Plaza Turbo,0,430,Games
Legend of Grimrock,4.99,452,Games
Farming PRO 2015,1.99,560,Games
World Craft - Epic Dream Island,0,2102,Games
Baby Pics - pregnancy & baby milestone photos,2.99,1872,Photo & Video
AO Creator - Creator for Pokémon,6.99,1032,Utilities
Kiwi - Q&A,0,1538,Social Networking
Pinata Hunter 3,0,199,Games
网易考拉海购—新人免费领取1000元优惠券,0,23,Shopping
Pancake – The Game,0,4903,Games
KORG iM1,29.99,338,Music
Blackthorn Castle,2.99,399,Games
Focus To-Do: The Best Focus Timer for Work & Study,0.99,813,Productivity
ピグパーティ - きせかえ?アバターで楽しむトークアプリ,0,1,Social Networking
Knotmania,2.99,14,Games
Pathfinder Adventures,0,1498,Games
My New Baby Story - Makeup Spa & Dressup Games,0,1253,Games
GOAT: Buy & Sell Sneakers,0,3116,Shopping
Ringtone Remixes - Marimba Remix Ringtones,0,213,Catalogs
LINE FIGHTERS,0,1,Games
Vikings: War of Clans,0,7969,Games
Devious Dungeon 2,2.99,335,Games
Escape Game Darkness LittleRedHood,0,1,Games
Little Panda Mini Games-3D,0,9,Education
Layout from Instagram,0,12616,Photo & Video
Doom & Destiny Advanced,2.99,117,Games
YAHTZEE? With Buddies: The Classic Dice Game,0,40446,Games
Air Display 3,9.99,228,Utilities
Noodles!,1.99,917,Games
Rush Rally 2,0.99,135,Games
Winterstate,0,108,Games
Bike Race Level 100,0,1,Games
Adobe Spark Page — Create Stunning Web Pages,0,2528,Productivity
ACDSee Pro,6.99,130,Photo & Video
Robocide,0,599,Games
Sonic Dash 2: Sonic Boom,0,5697,Games
Hoverboard Simulator,0,325,Games
High Dive,0,249,Games
Unison League,0,36414,Games
Goat Simulator GoatZ,4.99,3035,Games
Smurfs Epic Run - Fun Platform Adventure,0,1944,Games
RAID HQ,0,737,Games
Stray Cat Simulator,0.99,1892,Games
Sky Whale - a Game Shakers App,0,3248,Games
Imbroglio,3.99,184,Games
The Walking Dead: Road to Survival - Strategy Game,0,16116,Games
Eye Training Cocololo-3dステレオグラム視力回復アプリ-,0,6,Medical
Xenowerk,0.99,978,Games
Geki Yaba Runner,0,41,Games
UNKILLED: MULTIPLAYER ZOMBIE SURVIVAL SHOOTER GAME,0,3634,Games
Hello Kitty Lunchbox – Food Maker,0,694,Games
My Friend Scooby-Doo!,2.99,80,Entertainment
Nom Cat - Endless feeding frenzy arcade game,0,5655,Games
HoPiKo,1.99,553,Games
Adventures of Poco Eco - Lost Sounds: Experience Music and Animation Art in an Indie Game,3.99,148,Games
The Last Vikings,0,4919,Games
Musical Video Maker - Create Music clips lip sync,0,320,Music
Solitairica,3.99,431,Games
A high resolution music player - NePLAYER,14.99,27,Music
New Emoji - Extra Emoji Stickers,1.99,253,Utilities
The Walking Dead: No Man's Land,0,21016,Games
rop,0.99,2318,Games
The Quest Keeper,0,2232,Games
Free Music Play - Mp3 Streamer & Player,0,2496,Music
Into Light,0.99,18,Games
Splendor?,2.99,444,Games
Cosmic-Watch,4.99,85,Education
Asphalt Xtreme: Offroad Rally Racing,0,3960,Games
"HBO NOW: Stream original series, hit movies & more",0,7477,Entertainment
Lara Croft GO,4.99,6431,Games
Sago Mini Boats,2.99,31,Education
Battleplans - #1 Battle Strategy & Defense Game,0,785,Games
Submerged: Miku and the Sunken City,4.99,88,Games
InMind VR (Cardboard),0,115,Games
Does not Commute,0,5645,Games
Galactic Keep,3.99,169,Games
City Cars Adventures by BUBL,2.99,13,Education
100! Block Puzzle - Color jigsaw 10x10 board game,0,18821,Games
Prune,3.99,719,Games
Scrivener,19.99,651,Productivity
Stop! Thief!!,0,9,Games
Filters for iPhone and iPad,1.99,97,Photo & Video
Mastering the piano with Lang Lang,0,6,Education
Flick Field Goal 17,0,968,Games
Flick Quarterback 17,0,4371,Games
Severed,2.99,1580,Games
Dash Masters,0,149,Games
Periscope - Live Video Streaming Around the World,0,6062,Social Networking
Arrow Ambush,0,32020,Games
Fix It Girls - House Makeover,0,2091,Games
LiveMixtapes,0,555,Music
Rummikub?,2.99,447,Games
Hallmark eCards,0,520,Lifestyle
"MakeupPlus - Natural, Professional Makeup Looks",0,3987,Photo & Video
蜜芽 - 生娃养娃上蜜芽,0,11,Shopping
Blossom Blast Saga - Fun Flower Match & Grow Game,0,29475,Games
Five Nights at Freddy's 3,2.99,9876,Games
PowerSchool Mobile,0,4547,Education
Princess Fairy Rush - Pony Rainbow Adventure,0,435,Games
( OFFTIME ) light – Track how much you use your phone & Digital Detox and unplug to focus,2.99,22,Health & Fitness
Blackwell 4: Deception,3.99,31,Games
Bejeweled Stars,0,7486,Games
Jelly Squares Free,0,173,Games
Laundry Day - Care Symbol Reader,0.99,34,Productivity
Mimpi Dreams,0.99,1554,Games
New Star Cricket,0,109,Games
Demon Hunter: Chronicles from Beyond (Full),4.99,17,Games
GIPHY. The GIF Search Engine for All the GIFs,0,2069,Photo & Video
Exify - Tools for Photos,1.99,34,Photo & Video
Head Basketball,0,18037,Games
SongPop 2 - Guess The Song,0,9517,Games
pixivコミック - みんなのマンガアプリ,0,12,Book
Door Kickers,4.99,515,Games
三国杀传奇-神将觉醒,0,19,Games
Return to Grisly Manor,0.99,116,Games
《女性口コミNo.1》水晶玉子の幸福領域占い,0,1,Entertainment
Weaphones Antiques: Firearms Simulator,1.99,116,Games
スロットマニア?フィーバー～本場ラスベガススロット,0,11,Games
Sky Force Reloaded,0,7429,Games
Draw a Stickman: EPIC 2,1.99,1410,Games
Basketball Stars?,0,28216,Games
Monkey Swingers,0,60,Games
CloudPets Gold,4.99,329,Entertainment
Giffage – The GIF Keyboard for GIFs,0,315,Utilities
Patterning : Drum Machine,9.99,306,Music
∞ Infinity Loop,0,1773,Games
Dragon Heroes: Shooter RPG,0,265,Games
edjing Pro DJ Music Mixer: turntable to remix MP3,8.99,153,Music
Little Broken Robots,0,539,Games
Green Riding Hood,0,392,Book
Terra Monsters 3,0,76,Games
My Boost,0,83,Utilities
Battlestar Galactica: Squadrons?,0,1938,Games
Goat Simulator MMO Simulator,4.99,2277,Games
A Noble Circle,0.99,1886,Games
Red Ball UP! - Bounce Dash & Dodge Spikes,0,493,Games
全民夺宝-时尚购潮流商品平台,0,18,Entertainment
DayGram - One line a day Diary (Note/Journal),0.99,69,Lifestyle
Harvest Land,0,1047,Games
Blitz Breaker,2.99,39,Games
Sofia the First: The Secret Library,3.99,42,Entertainment
Thumbly Keyboard,1.99,53,Utilities
WeicoPro 4,0.99,106,Social Networking
Never Gone,0,87,Games
Sorcery! 3,4.99,171,Games
Grim Fandango Remastered,4.99,235,Games
Composer's Sketchpad,3.99,33,Music
她社区-只有女生的社区！,0,23,Lifestyle
Scanner For Me - PDF Scan with OCR for Documents,4.99,1976,Business
Sniper Fury: Fun Mobile Shooter Game,0,8596,Games
Cooking Dash?,0,33808,Games
Family Organizer - Calendar Planner,0,828,Productivity
Inke—Broadcast an amazing life,0,147,Social Networking
World Conqueror 3,0.99,1094,Games
Pop the Lock,0,28754,Games
中国搜索-国家权威搜索,0,7,Utilities
Nonstop Knight,0,6841,Games
Browser and File Manager for Documents,0,27750,Utilities
Northern Lights Photo Taker,0.99,29,Photo & Video
Kill Shot Bravo,0,22444,Games
R.B.I. Baseball 15,4.99,1510,Games
DragonVale World,0,6379,Games
Words Crush: Hidden Words!,0,23735,Games
Stupid Zombies 3,0,10159,Games
To-Fu Fury,0.99,1331,Games
Buddy Toss,0,1018,Games
Lost Within,3.99,510,Games
Til Morning's Light,3.99,715,Games
Tales From Deep Space,3.99,110,Games
Fit Men Cook - Healthy Recipes,3.99,1187,Food & Drink
Wrassling,0,1934,Games
OPERATION DRACULA,2.99,64,Games
ファンタジードライブ【快進撃3DRPG】,0,5,Games
霸王卧龙传,0.99,1,Games
Neon Chrome,9.99,439,Games
WorkMeOut - Jaber Al-Rasheed,2.99,118,Health & Fitness
LEGO? Batman: Beyond Gotham,4.99,756,Games
BabyMaker: Funny Baby Face out of Parents' Pictures - Make a Photo Collage!,0.99,24,Photo & Video
Worms? 4,4.99,380,Games
Block Craft 3D: Building Simulator Game For Free,0,78412,Games
Dan The Man (Retro Action Platformer),0,7527,Games
Robbery Bob 2: Double Trouble,0,899,Games
NextGen Car Game Racing,0.99,100,Games
Battle Copters,0,2922,Games
GreenVPN - Free & fast VPN with unlimited traffic,0,464,Business
This War of Mine,14.99,2523,Games
Splish Splash Pong,0,1902,Games
Take Off - The Flight Simulator,0.99,244,Games
Level: A Simple Puzzle Game,0.99,60,Games
Lifeline...,1.99,21347,Games
求生无限 - 无限流生存挑战大冒险,0.99,1,Games
Hot Trigger,0.99,115,Games
Hyperburner,2.99,545,Games
har?mo?ny 3,2.99,823,Games
Sword Of Xolan,0.99,381,Games
GodFinger 2,0,602,Games
Uptown & Co. - Vintage Filters & insignias.,1.99,115,Photo & Video
Cell Surgeon - A Unique 3D Match 4 Strategy Game!,0.99,14,Games
Neo Monsters,0.99,3093,Games
Muhammad Ali: Puzzle King,0,277,Games
借贷宝-直投熟人更高明,0,10,Finance
乐视体育—英超欧冠F1高清直播,0,24,Sports
Iron Commander,0,71,Games
5E Spell Book,0,144,Games
M Cam - Manual controls & custom exposure camera,1.99,11,Photo & Video
Productive habits & daily goals tracker,0,4736,Productivity
The Enchanted Cave 2,2.99,92,Games
Immortal Legends - TD,0,26,Games
Order & Chaos 2: 3D MMO RPG Online Game,0,6325,Games
Sky Charms,0,505,Games
AdivínaT - Adivina las palabras,0.99,15,Games
日课——给每一位好读诗的人！,0.99,7,Education
Hollywood Game Night,0.99,27,Games
Roll Turtle,0.99,25,Games
Forsaken World Mobile MMORPG,0,952,Games
Dot - A Period & Fertility Tracker,0,142,Health & Fitness
鏡の中のプリンセス Love Palace,0,7,Games
Hockey Stars,0,1619,Games
Cookie Clickers 2,0,2912,Games
Discord - Chat for Gamers,0,9152,Social Networking
One More Dash,0,1142,Games
Tamagotchi Classic - The Original Tamagotchi Game,0.99,165,Games
Dr. Panda Space,2.99,75,Education
Gun Master 3: Zombie Slayer,0,604,Games
Face Swap App- Funny Face Changer Photo Effects,0,11977,Photo & Video
Hot Shot Slots Games – Vegas Casino Slot Machines,0,20064,Games
letgo: Buy & Sell Second Hand Stuff,0,38424,Shopping
Ab & Core Sworkit - Free Workout Trainer,0,2901,Health & Fitness
弹弹堂S- 巴萨传奇助阵 弹弹堂手游官方版,0,6,Games
AmpMe - A Portable Social Party Music Speaker,0,1047,Music
VR SNIPER,0,30,Games
Yiannimize Racing,0.99,2,Games
COOKING MAMA Let's Cook！,0,3594,Games
DANDY DUNGEON Legend of Brave Yamada,0,1204,Games
Wolf Craft,0.99,206,Games
Mondly: Learn 33 Languages: Spanish English French,0,1395,Education
Google Cardboard,0,546,Entertainment
Polarr Photo Editor - Photo Editing Tools for All,0,2246,Photo & Video
Toca Life: City,2.99,3571,Education
Hugo Flower Flush,0,41,Games
Death Run : Mini Game With Worldwide Multiplayer,0.99,721,Games
花椒直播-高清美颜直播互动平台,0,19,Social Networking
Smooth Operator!,0.99,8,Games
Arrow,0,14673,Games
Twin Shooter - Invaders,0,572,Games
モン娘は～れむ【モンはれ】,0,5,Games
Nono Islands,0,3180,Games
Six Flags,0,353,Travel
Sling Kong,0,4638,Games
Sky Gamblers Air Supremacy,2.99,1010,Games
Timepage – Calendar by Moleskine,4.99,1085,Productivity
Good Morning Alarm Clock - Sleep Cycle Tracker,3.99,1014,Health & Fitness
iMaschine 2,9.99,454,Music
iPlum Business Phone Number for Calling & Texting,0,392,Business
AirTycoon 4,2.99,114,Games
Firefox web browser,0,2619,Utilities
Insidious VR,0,121,Entertainment
Duck Life: Retro Pack,1.99,77,Games
Builder Buddies: 3D City Building Simulator,0,7197,Games
The Paranormal Society?: Hidden Adventure,0,3000,Games
Formulas - Photo Lab Effects and Custom Frames,1.99,99,Photo & Video
ZAGA,0,444,Games
Relook,3.99,198,Photo & Video
Horizon Chase - World Tour,0,3375,Games
Candid - Speak Your Mind Freely,0,398,Social Networking
Fallout Shelter,0,199396,Games
Election Center 2016,0,37,News
Moments - private albums with friends and family,0,11955,Photo & Video
Lifeline 2,1.99,1364,Games
Down To Lunch,0,2535,Social Networking
INKHUNTER try tattoo designs in augmented reality,0,809,Entertainment
Blyss,0.99,288,Games
Snapshot Cam - Draw on Pictures & Add Text to Photos,2.99,14,Photo & Video
Snoopy Emoji,1.99,23,Utilities
Boyfriend Plus - Brett Jeff and Kai,0,126,Games
PAUSE - Relaxation at your fingertip,1.99,180,Health & Fitness
Easy Music - Give kids an ear for music,3.99,43,Education
SOMA Messenger,0,3232,Social Networking
Analog Wedding,0.99,8,Photo & Video
Farming Simulator 16,4.99,2637,Games
Total War Battles: KINGDOM,0,3092,Games
Football Chairman Pro,3.99,37,Games
Fit The Fat 2,0,8557,Games
Face Paint Party - Kids Coloring Fun,0,38,Games
Patternator Pattern Maker Backgrounds & Wallpapers,0,2092,Photo & Video
Atlantic Fleet,9.99,271,Games
Spinny Circle,0,20812,Games
Rick and Morty: Pocket Mortys,0,12124,Games
Down The Mountain,0,3491,Games
记账·圈子账本(专业版)—可共享的全能记帐本软件,0.99,12,Finance
百度钱包-金融信贷和理财投资优选,0,5,Lifestyle
Fast Motorcycle Driver,0,2224,Games
Abby Lee Dance Secrets,4.99,808,Entertainment
EWallpaper,3.99,42,Entertainment
Puppy Love - My Dream Pet,0,1689,Games
小咖秀-全民视频才艺直播社区,0,66,Entertainment
Airmail - Your Mail With You,4.99,1575,Productivity
Hop Rush,0,9,Games
League of War: Mercenaries,0,2523,Games
V for Wikipedia,4.99,134,Reference
"Egg, Inc.",0,79074,Games
Swaggy Ninja,0,1210,Games
CatHotel - Care for cute cats,0,1425,Games
Rawr Messenger - Dab your chat,0,180,Social Networking
"Curious World: Games, Videos, Books for Children",0,604,Education
Champs Sports,0,330,Lifestyle
Sago Mini Babies,2.99,70,Education
Sago Mini Superhero,2.99,30,Education
Infinite Tanks,4.99,262,Games
Word Trek  - WordTrek Brain game & Word puzzles,0,3774,Games
Triller - Music Video & Film Maker,0,25683,Photo & Video
Free Fur All – We Bare Bears Minigame Collection,0,1449,Games
Pinchworm,0,2288,Games
Signily Keyboard - Sign Language Emoji and GIFs!,0.99,71,Utilities
U by BB&T,0,790,Finance
Upperland,0,201,Games
Agar.io,0,176514,Games
Aralon: Forge and Flame,4.99,192,Games
SHOWTIME,0,1214,Entertainment
EvilBane: Rise of Ravens,0,1428,Games
Pharaoh's Party: Coin Pusher,0,191,Games
Puzzle Strike,3.99,21,Games
球球大作战,0,111,Games
Cops N Robbers (Jail Break 2) - Survival Mini Game,0,1559,Games
Money Multiplier,0,1,Games
天天快报 - 最热门的新闻资讯软件,0,15,News
Eisenhorn: XENOS,5.99,100,Games
KING OF KARTS: Single- & Multiplayer Battles.,2.99,9,Games
Popcorn Buzz - Free Group Calls,0,281,Social Networking
"InShot Video Editor Music, No Crop, Cut",0,12779,Photo & Video
My Uncrowded,0.99,224,Games
PAC-MAN Championship Edition DX,4.99,517,Games
Matchsticks ~ Free Puzzle Game with Matches,0,212,Games
Doc McStuffins Pet Vet,1.99,70,Entertainment
Fishing Break,0,2088,Games
Flipped Out – The Powerpuff Girls Match 3 Puzzle / Fighting Action Game,2.99,124,Games
Equipd Bible,2.99,94,Productivity
Private School Days,4.99,99,Games
Fetty Wap: Nitro Nation Stories,0,2005,Games
Scrubby Dubby Saga,0,3874,Games
Chain: Collaborate On MyVideo Story/Group Video,0,35,Social Networking
Kick Hero,0,733,Games
Path of War,0,377,Games
Blink Health,0,1198,Medical
Clouds & Sheep 2 Premium,3.99,1,Games
Dawnbringer,0,238,Games
Honest App: Shop baby & diaper products,0,3173,Shopping
"It Girl Story - Styling, Fashion & Celebrity Life",0,3537,Games
Circle Boom,0,7,Games
Donut vs Donut,0.99,16,Games
KORG iDS-10,19.99,52,Music
Swapperoo,1.99,361,Games
【よく当たる】手相鑑定?選べる鑑定ジャンル(人生運、仕事運、恋愛運),0,3,Games
Wonder Tactics,0,730,Games
Special Air Wing - Flight Simulator,2.99,138,Games
King Tongue,1.99,255,Games
Butt Sworkit - Free Workout Trainer to tone & lift,0,960,Health & Fitness
Rapala Fishing - Daily Catch,0,1666,Games
Recontact: Istanbul,0.99,14,Games
Plants vs. Zombies? Heroes,0,16305,Games
Dr. Panda's Carnival,2.99,49,Education
腾讯WiFi管家-手机安全免费WiFi,0,8,Utilities
Find–the–Line,2.99,181,Games
Moto x3m,0.99,53,Games
PAC-MAN Bounce - Puzzle Adventure,0,392,Games
The Everything Machine by Tinybop,2.99,141,Education
The Earth by Tinybop,2.99,173,Education
Oddworld: Munch's Oddysee,2.99,200,Games
Star Trek Timelines,0,4721,Games
Minecraft: Story Mode,0,20621,Games
Thumb Drift - Furious One Touch Car Racing,0,6051,Games
Picolo drinking game,0,227,Entertainment
Deliveroo: Restaurant Delivery - Order Food Nearby,0,1702,Food & Drink
Craft The World - Episodes Edition,0.99,4,Games
Abzorb,2.99,76,Games
Hit the Button Math,2.99,1,Education
Supermarket Girl - Shopping Fun!,0,1354,Games
Super Stickman Golf 3,0,1593,Games
Pixel Dungeon,2.99,152,Games
Ookujira - Giant Whale Rampage,0,878,Games
PAC-MAN 256 - Endless Arcade Maze,0,23015,Games
Little Farmers - Tractors and Harvesters for Kids,1.99,29,Education
转转-更专业的二手闲置交易平台,0,23,Shopping
Project Color? by The Home Depot,0,490,Lifestyle
"Please, Don't Touch Anything",4.99,379,Games
Trivia Crack Kingdoms,0,3250,Games
Proton Pulse for Google Cardboard,2.99,32,Games
Baseball Highlights 2045,3.99,278,Games
BLEACH Brave Souls,0,4815,Games
Fancy Makeup Shop - Brush & Blush,0,425,Games
Bridge Rider,0,25,Games
Double Juggle,0,1105,Games
Ellipsis - Touch. Explore. Survive.,4.99,23,Games
Auto Warriors - Tactical Car Combat,0,352,Games
Animal Jam - Play Wild!,0,26990,Games
Ultimate Wolf Simulator,0.99,2737,Games
VPN Express,0,14,Reference
TexMoji,1.99,628,Utilities
The Cat in the Hat - Read & Learn - Dr. Seuss,3.99,43,Book
Brain Dots - Draw and solve! Brain Training Game,0,5469,Games
Olympus Rising,0,7072,Games
Mikey Jumps,0,148,Games
Sky Viper Video Viewer,0,105,Entertainment
一起作业学生端-中小学霸口袋学习辅导助手,0,91,Education
The 7 Second Challenge,1.99,1838,Games
Mon Espace - P?le emploi,0,11,Business
DragonBox Numbers,7.99,26,Education
Army of Heroes,0,1235,Games
Human Resource Machine,4.99,497,Games
Oops You Died,0,54,Games
FUT Wager,1.99,33,Sports
Sleep Pulse 2 Motion - The Sleep Tracker for Watch,3.99,448,Health & Fitness
Frozen Frenzy Mania: Challenging Match 3 Games,0,4104,Games
Trick Pix - Magic & Prank Camera,1.99,13,Entertainment
Glowing Snake King - Anaconda Diep War Battle Game,0,2554,Games
The Battle of Polytopia,0,3757,Games
Youtubers Life - Gaming Channel,8.99,451,Games
Soda Dungeon,0,5717,Games
Ice Queen Prom Salon: Princess Makeover Girls Game,1.99,11,Games
Dear Diary - Interactive Story,0,8922,Games
Spellbinders,0,1245,Games
BADLAND 2,3.99,898,Games
LEGO? NEXO KNIGHTS? : MERLOK 2.0,0,837,Games
The Game - Play ... as long as you can!,2.99,41,Games
Athletics 2: Summer Sports,1.99,333,Games
Mix+Smash: Marvel Super Hero Mashers,0,1050,Entertainment
VOEZ,0,2508,Games
Fieldrunners Attack!,0,1984,Games
Capital One CreditWise - Credit score and report,0,1019,Finance
Lost Frontier,2.99,153,Games
Hungry Babies Mania,0,7075,Games
"Whink - Note taking, Annotate & Record Lectures",4.99,110,Productivity
RollerCoaster Tycoon? 3,4.99,1334,Games
Shadow Bug,3.99,978,Games
Bullet Force,0,9289,Games
脱出ゲーム　都市伝説?杉沢村からの脱出?,0,1,Games
Futurama: Game of Drones,0,8394,Games
Vault!,0,1203,Games
FreeVRPlayer,0,134,Photo & Video
Peppa Pig: Golden Boots,2.99,28,Education
Colorfy: Coloring Book for Adults,0,247809,Entertainment
Snapimals: Discover & Snap Amazing & Cute Animals!,0,11060,Games
Battlevoid: Harbinger,0.99,374,Games
Stickman Football,0,429,Games
Syberia 2 (FULL),4.99,58,Games
World Chef: Restaurant & Cooking Game,0,29886,Games
Dream League Soccer 2017,0,66004,Games
My Singing Monsters: Dawn of Fire,0,7749,Games
GIPHY KEYS. The GIF Keyboard,0,138,Utilities
Ultimate Shark Simulator,0.99,256,Games
Ultimate Lion Simulator,0.99,763,Games
Ultimate Dinosaur Simulator,0.99,1079,Games
Design Home,0,23298,Games
Ultimate Horse Simulator,0.99,958,Games
Ultimate Dragon Simulator,0.99,806,Games
The Abandoned,1.99,26,Games
NOISE,0,355,Music
Splash Pop,0,63,Games
WSwitch for Belkin WeMo,1.99,138,Utilities
QB Hero,0,304,Games
Green Eggs and Ham - Read & Learn - Dr. Seuss,3.99,207,Book
Dr. Seuss's ABC - Read & Learn - Dr. Seuss,1.99,82,Book
Disney Jigsaw Puzzles!,0,1546,Games
Spanish SOLO: Learn Spanish With Lessons On The Go,0,275,Education
激ムズ！ねこ階段,0,1,Entertainment
Tap Quest : Gate Keeper,0,1252,Games
Give It Up! 2,0,453,Games
Would You Rather?,0,6479,Games
【明星恋爱】偶像之路TIME TO STAR,0.99,12,Games
AGT: America's Got Talent Official App on NBC,0,367,Entertainment
Digit: Save Money Without Thinking About It,0,1506,Finance
Precision Ukulele Tuner - with Chords & Metronome,1.99,105,Music
Sputnik Eyes,1.99,309,Games
Sideline - 2nd Phone Number,0,7907,Business
Bakery Story 2,0,5753,Games
METAL SLUG ATTACK,0,1324,Games
Zen Brush 2,2.99,114,Entertainment
Don't Starve: Pocket Edition,4.99,3742,Games
全民坦克联盟—坦克帝国官方正版,0,7,Games
Cat Kitty Kitten Coloring Pages - Free Girl Games,0,10278,Games
Tropical Wars - Pirate Battles,0,1465,Games
Video Smith - A Powerful video editing tool set,0,1,Photo & Video
_PRISM,2.99,648,Games
Hoodclips,0,346,Entertainment
Star Cheerleader - High School Tryouts,0,263,Games
Heroki,4.99,225,Games
KSI Unleashed,0,854,Games
Peanuts: Snoopy's Town Tale,0,4260,Games
SelfieCity,0,252,Photo & Video
Fontmania - Add Artworks & Text to Your Photos!,4.99,1249,Photo & Video
Sago Mini Trucks and Diggers,2.99,37,Education
Monkey Preschool Animals,2.99,5,Education
Bus Driving Taxi Parking Simulator Real Extreme Car Racing Sim,0,199,Games
Pokémon Shuffle Mobile,0,5805,Games
BuriedTown - World's First Doomsday Survival Themed Game,0.99,118,Games
Tank Battle: Blitzkrieg,1.99,19,Games
A Color Story,0,2436,Photo & Video
USPS StampApp for iPad,9.99,15,Reference
PAW Patrol Pups to the Rescue,1.99,22,Education
PAW Patrol Pups to the Rescue HD,1.99,142,Education
Circle Swing,0,2,Games
Paper Train: Traffic,0.99,20,Games
360 Degree,0,1460,Games
Marry Me - Perfect Wedding Day!,0,795,Games
Bear,0,891,Productivity
"ipsy - Makeup, subscription and beauty tips",0,17489,Lifestyle
How the Grinch Stole Christmas! - Read & Play,3.99,49,Book
Gigglebug's Face Race,2.99,44,Education
Trick Shot,1.99,816,Games
Viva? Slots Las Vegas Classic Casino Games,0,58738,Games
Battle Golf,0,455,Games
Stash Invest: Investing & Financial Education,0,1655,Finance
Haywire Hospital,0,285,Games
Octodad: Dadliest Catch,4.99,1752,Games
Transformers Rescue Bots: Save Griffin Rock,3.99,47,Book
YouTube Music,0,7109,Music
Disney Emoji Blitz,0,41036,Games
Skylanders SuperChargers,0,1296,Games
Osmo Numbers,0,52,Games
Space Grunts,3.99,58,Games
Color?多彩手帐,0,485,Lifestyle
Ultimate Fox Simulator,0.99,1112,Games
Dictionnaire Le Robert Mobile : 4 en 1,7.99,1,Reference
boohoo.com,0,655,Shopping
Tweetbot 4 for Twitter,9.99,2213,Social Networking
Amaranthine Voyage: The Shadow of Torment HD - A Magical Hidden Object Adventure (Full),6.99,9,Games
Amaranthine Voyage: The Shadow of Torment - A Magical Hidden Object Adventure (Full),2.99,4,Games
DinoTrek VR Experience,0.99,73,Entertainment
Game Studio Tycoon 2: Next Gen Developer,3.99,110,Games
激ムズ！ねこじゃんぷ２,0,1,Games
Lost in Harmony,0,1002,Games
Athletics 2: Summer Sports - Free,0,2541,Games
Flow Speed Control ● Professional Edition,1.99,83,Photo & Video
Little Nugget? - capture pregnancy & baby pics,2.99,4006,Photo & Video
Hey Duggee: The Big Badge App,2.99,11,Games
Moodnotes - Thought Journal / Mood Diary,3.99,625,Health & Fitness
"Hemingboard: Synonyms, Rhymes, Puns in Your Keyboard",2.99,128,Utilities
Simply Piano by JoyTunes - Learn & play piano,0,2925,Education
V LIVE - Broadcasting App,0,937,Entertainment
Rayman Classic,0,293,Games
The Martian: Official Game,0.99,259,Games
House of 1000 Doors: Evil Inside HD - A Hidden Object Adventure (Full),6.99,75,Games
Smashy Road: Wanted,0,53162,Games
Colorfly : Coloring Book for Adults - Free Games,0,21472,Games
Team USA App,0,101,Sports
MyDx One: Find a Strain that Works for You,0,29,Medical
DragonSoul RPG,0,7681,Games
VERSUS: The Lost Ones,3.99,423,Games
Deus Ex GO - Puzzle Challenge,4.99,1385,Games
Cloud Chasers - A Journey of Hope,3.99,36,Games
League of Stickmen VIP Edition,1.99,391,Games
ColorArt: Coloring Book For Adults,0,15797,Entertainment
KOMRAD,0,94,Games
Pinball Breaker Forever,0,190,Games
Dust: An Elysian Tail,5.99,884,Games
C CHANNEL -Watch tips & tricks videos for girls,0,21,Photo & Video
Superhero Girl Salon: Kids Makeup and Dressup Game,1.99,16,Games
Bob's Burgers Pinball,1.99,43,Games
Shopkins Magazine - once you shop…you can’t stop!,0.99,129,Games
I Keep Having This Dream,1.99,79,Games
Tangled Up! - Valentine Special,0,16,Games
FINAL FANTASY VII,15.99,1421,Games
Bridge Constructor Stunts,1.99,75,Games
Circa Infinity,1.99,56,Games
Gogo Entertainment,0,1482,Travel
Attack Heroes,0.99,12,Games
a. - Physical Simulation Puzzle Game,0,2,Games
Cat-A-Pult: Endless stacking of 8-bit kittens,0,141,Games
Dawn of Gods,0,833,Games
SPL-T,2.99,124,Games
狼人之夜,0.99,15,Social Networking
Witches' Legacy: The Dark Throne HD (Full),6.99,52,Games
Fear for Sale: Endless Voyage HD - A Mystery Hidden Object Game (Full),6.99,66,Games
Nebraska Huskers for iPad 2015,9.99,2,Sports
Exodus,0,62,Games
Maim Street,0,99,Games
Sorted - Quickly Organise Your Day,7.99,69,Productivity
"SNOW - Selfie, Motion sticker, Fun camera",0,1115,Photo & Video
Beat da Beat,0.99,301,Games
Zombie Anarchy: Survival Strategy Game,0,1768,Games
Infinite Skater,0,360,Games
Land Sliders,0,4142,Games
Fruit Pop! Puzzles in Paradise - Fruit Pop Sequel,0,261,Games
Final Cut: The True Escapade HD - A Hidden Object Mystery Game (Full),6.99,19,Games
Mystery Tales: The Twilight World HD - A Hidden Object Adventure (Full),6.99,6,Games
Mystery Tales: The Twilight World - A Hidden Object Adventure (Full),2.99,2,Games
Read4Kids - Kids learn to read in 20 easy lessons,2.99,27,Education
Five Nights at Freddys 4,2.99,5478,Games
Burger – The Game,0,1179,Games
俺と鬼嫁の100日戦記,0,3,Games
Dr. Panda Candy Factory,2.99,46,Education
Foodo World,2.99,7,Education
Dr. Panda Firefighters,2.99,55,Education
Alliance Wars: World Domination,0,176,Games
T-Rex Simulator,0.99,24,Games
Disc Golf Game,3.99,85,Games
浪漫庄园(自由创造你的梦想),0,36,Games
